symbol,side,regime,entry_time,exit_time,entry_price,exit_price,qty,exit_reason,pnl,r_multiple,hold_minutes
SNOW,LONG,BULL_TREND,2025-10-06T09:52:00-04:00,2025-10-06T14:10:00-04:00,242.94,244.19136273506686,1230,TRAILING_STOP,1539.18,0.44,258
HOOD,LONG,BULL_TREND,2025-10-07T10:01:00-04:00,2025-10-07T11:31:00-04:00,145.44,143.39722857142854,1980,STOP_LOSS,-4044.69,-1.0,90
DDOG,LONG,BULL_TREND,2025-10-08T10:01:00-04:00,2025-10-08T10:13:00-04:00,159.4,160.61562473561568,1756,TRAILING_STOP,2134.64,0.54,12
SNOW,LONG,BULL_TREND,2025-10-08T10:01:00-04:00,2025-10-08T10:34:00-04:00,242.62,245.37602512752454,1154,TRAILING_STOP,3180.45,1.04,33
DDOG,LONG,BULL_TREND,2025-10-08T10:40:00-04:00,2025-10-08T12:02:00-04:00,163.03,164.54232018375234,1782,TRAILING_STOP,2694.95,1.26,82
NVDA,LONG,BULL_TREND,2025-10-13T09:52:00-04:00,2025-10-13T10:46:00-04:00,189.215,187.22465714285715,1,STOP_LOSS,-1.99,-1.0,54
PLTR,LONG,BULL_TREND,2025-10-13T09:50:00-04:00,2025-10-13T10:57:00-04:00,177.6951,174.00458571428575,1665,STOP_LOSS,-6144.71,-1.0,67
AMZN,LONG,BULL_TREND,2025-10-13T09:49:00-04:00,2025-10-13T13:43:00-04:00,219.4899,219.81194727020633,1348,TRAILING_STOP,434.12,0.19,234
AMD,LONG,BULL_VOLATILE,2025-10-14T09:53:00-04:00,2025-10-14T14:58:00-04:00,219.97,222.38771620675544,1293,TRAILING_STOP,3126.11,0.48,305
AMD,LONG,BULL_VOLATILE,2025-10-15T09:50:00-04:00,2025-10-15T10:00:00-04:00,227.0,230.00561501573316,1281,TRAILING_STOP,3850.19,0.7,10
BAC,LONG,BULL_VOLATILE,2025-10-15T09:53:00-04:00,2025-10-15T10:39:00-04:00,52.27,52.56790415152095,4,TRAILING_STOP,1.19,0.53,46
AMD,LONG,BULL_VOLATILE,2025-10-15T10:14:00-04:00,2025-10-15T10:40:00-04:00,232.32,234.11270756345925,1285,TRAILING_STOP,2303.63,0.63,26
NET,LONG,BULL_VOLATILE,2025-10-15T09:51:00-04:00,2025-10-15T11:03:00-04:00,221.92,223.13508015372332,1310,TRAILING_STOP,1591.76,0.37,72
AMD,LONG,BULL_VOLATILE,2025-10-15T10:55:00-04:00,2025-10-15T11:03:00-04:00,235.74,236.5879557933074,1286,TRAILING_STOP,1090.47,0.32,8
AMD,LONG,BULL_VOLATILE,2025-10-15T11:16:00-04:00,2025-10-15T11:36:00-04:00,238.242,235.0930285714286,1295,STOP_LOSS,-4077.92,-1.0,20
PLTR,LONG,BULL_VOLATILE,2025-10-16T09:46:00-04:00,2025-10-16T10:03:00-04:00,182.61,183.49491230021826,1644,TRAILING_STOP,1454.8,0.34,17
SNOW,LONG,BULL_VOLATILE,2025-10-16T09:53:00-04:00,2025-10-16T10:34:00-04:00,249.31,244.07634285714283,1204,STOP_LOSS,-6301.32,-1.0,41
CRM,LONG,BULL_VOLATILE,2025-10-16T10:01:00-04:00,2025-10-16T10:37:00-04:00,254.3789,250.55364285714282,1,STOP_LOSS,-3.83,-1.0,36
DDOG,LONG,BULL_VOLATILE,2025-10-17T10:03:00-04:00,2025-10-17T11:00:00-04:00,155.6325,153.97427142857143,1867,STOP_LOSS,-3095.91,-1.0,57
BAC,LONG,BULL_VOLATILE,2025-10-17T09:50:00-04:00,2025-10-17T11:25:00-04:00,51.02,51.2802478257826,5697,TRAILING_STOP,1482.63,0.43,95
META,LONG,BULL_VOLATILE,2025-10-20T09:50:00-04:00,2025-10-20T10:09:00-04:00,727.86,729.587475,394,TRAILING_STOP,680.63,0.34,19
AAPL,LONG,BULL_VOLATILE,2025-10-20T09:56:00-04:00,2025-10-20T11:16:00-04:00,259.7288,262.547855,3,TRAILING_STOP,8.46,1.55,80
NFLX,LONG,BULL_VOLATILE,2025-10-20T09:53:00-04:00,2025-10-20T14:49:00-04:00,122.115,124.25093083264605,2353,TRAILING_STOP,5025.85,2.08,296
